treat,age,edu,black,hispanic,married,nodegree,re75,re78,sample
0,26,13,0,0,0,0,22020.97,0,cps-1
0,53,12,0,0,1,0,24563.23,24081.03,cps-1
0,21,12,0,0,1,0,19106.32,25564.67,cps-1
0,39,12,0,0,1,0,25243.55,22470.31,cps-1
0,48,10,0,0,1,1,25243.55,25564.67,cps-1
0,27,14,0,0,1,0,19901.23,24431.25,cps-1
0,49,11,0,0,1,1,25243.55,24938.11,cps-1
0,53,10,0,0,1,1,16895.27,23189.96,cps-1
0,51,8,0,0,0,1,4300.355,5814.854,cps-1
0,21,12,0,0,0,0,17038.5,23302.27,cps-1
0,46,12,0,0,1,0,25243.55,25564.67,cps-1
0,19,12,0,0,0,0,4490.129,10988.37,cps-1
0,30,12,0,0,1,0,25243.55,25564.67,cps-1
0,36,12,0,0,1,0,23156.03,25564.67,cps-1
0,28,9,0,0,1,1,9089.468,12210.45,cps-1
0,17,9,0,0,0,1,0,5483.843,cps-1
0,29,10,0,0,1,1,4542.048,7781.708,cps-1
0,52,12,0,0,0,0,22815.87,23600.77,cps-1
0,38,16,0,0,1,0,20697.92,20704.43,cps-1
0,46,12,0,0,1,0,17178.15,25564.67,cps-1
0,55,8,0,0,1,1,25243.55,24395.79,cps-1
0,35,12,0,0,1,0,21954.73,21137.4,cps-1
0,51,12,0,0,1,0,19620.15,19820.75,cps-1
0,19,12,0,0,0,0,3988.839,5485.321,cps-1
0,20,12,0,0,0,0,16650,24474.11,cps-1
0,24,12,0,0,1,0,17743.89,20005.46,cps-1
0,38,10,0,0,1,1,25243.55,18795.2,cps-1
0,42,8,0,0,1,1,19161.82,21143.31,cps-1
0,34,9,0,0,1,1,22846.31,25564.67,cps-1
0,42,12,0,0,1,0,14240.23,14951.64,cps-1
0,39,12,0,0,1,0,196.9355,6855.174,cps-1
0,22,16,0,0,0,0,6794.274,17378.06,cps-1
0,48,12,0,0,1,0,9626.565,9643.644,cps-1
0,41,8,0,0,1,1,11230.69,14546.74,cps-1
0,16,9,0,0,0,1,1351.694,11079.99,cps-1
0,23,14,0,0,0,0,4001.371,13558.14,cps-1
0,32,16,0,0,1,0,15914.18,9105.751,cps-1
0,18,12,0,0,0,0,9927.339,10573.13,cps-1
0,34,16,0,1,1,0,25243.55,25564.67,cps-1
0,32,15,0,0,0,0,17623.94,22943.18,cps-1
0,53,8,0,0,1,1,25243.55,11134.67,cps-1
0,26,12,0,0,1,0,11248.6,0,cps-1
0,26,14,0,0,0,0,14132.81,864.47,cps-1
0,21,12,0,0,1,0,2110.79,0,cps-1
0,34,8,0,0,1,1,12478.55,0,cps-1
0,49,12,0,0,1,0,0,2365.84,cps-1
0,47,16,0,0,1,0,15292.94,14969.37,cps-1
0,17,11,0,0,0,1,225.5806,7630.98,cps-1
0,18,9,0,0,0,1,605.129,1631.41,cps-1
0,17,8,0,0,0,1,879.0484,3252.476,cps-1
0,44,12,0,0,1,0,20230.65,21435.9,cps-1
0,26,16,0,0,1,0,19399.94,22963.87,cps-1
0,49,12,0,0,1,0,25243.55,25564.67,cps-1
0,25,12,0,0,1,0,21297.68,23894.84,cps-1
0,25,12,0,0,1,0,19815.29,0,cps-1
0,25,12,0,0,1,0,13151.71,20812.3,cps-1
0,46,12,0,0,1,0,1937.129,1065.441,cps-1
0,50,0,0,0,1,1,4218,220.1813,cps-1
0,53,3,0,1,1,1,24654.53,25564.67,cps-1
0,22,12,0,1,0,0,8935.5,25564.67,cps-1
0,33,10,0,0,1,1,11731.98,11560.25,cps-1
0,29,14,0,0,1,0,597.9677,0,cps-1
0,37,10,0,0,1,1,14003.9,25564.67,cps-1
0,19,12,0,0,0,0,3949.452,628.0338,cps-1
0,18,12,0,0,0,0,0,7134.464,cps-1
0,40,12,0,0,1,0,13511.56,15158.52,cps-1
0,39,12,0,0,1,0,6873.048,4818.866,cps-1
0,41,11,0,0,1,1,25243.55,25564.67,cps-1
0,48,9,0,0,1,1,11794.65,10734.21,cps-1
0,36,12,0,0,1,0,13672.69,14970.85,cps-1
0,44,12,0,0,1,0,6907.065,11415.44,cps-1
0,42,13,0,0,1,0,25243.55,25564.67,cps-1
0,25,16,0,0,1,0,0,0,cps-1
0,55,10,0,0,1,1,25243.55,25564.67,cps-1
0,49,8,0,0,1,1,25243.55,23927.35,cps-1
0,18,11,0,0,0,1,3002.371,13374.9,cps-1
0,34,12,0,0,1,0,25243.55,25564.67,cps-1
0,47,12,1,0,1,0,0,0,cps-1
0,36,16,0,1,0,0,9014.274,0,cps-1
0,22,13,0,1,0,0,7882.79,9453.017,cps-1
0,39,14,0,1,1,0,14551.74,4471.601,cps-1
0,55,12,0,1,1,0,8140.597,7419.665,cps-1
0,46,3,0,1,1,1,15729.77,19736.52,cps-1
0,19,9,0,1,1,1,12304.89,10165.28,cps-1
0,38,12,0,0,1,0,9930.919,22681.63,cps-1
0,53,4,0,1,1,1,0,3562.799,cps-1
0,17,10,0,1,0,1,0,11713.94,cps-1
0,49,6,0,1,1,1,16204.21,14098.99,cps-1
0,17,9,0,0,0,1,904.1129,0,cps-1
0,44,12,0,1,0,0,21156.24,25564.67,cps-1
0,28,18,0,0,1,0,8785.113,5900.562,cps-1
0,44,12,0,0,1,0,20205.58,25564.67,cps-1
0,16,10,0,0,0,1,1516.403,5084.857,cps-1
0,50,18,0,0,1,0,10638.1,11279.49,cps-1
0,35,9,0,1,1,1,3192.145,16305.24,cps-1
0,34,17,0,1,1,0,25243.55,25564.67,cps-1
0,46,14,1,0,1,0,11397.19,13092.66,cps-1
0,19,12,0,0,0,0,12797.23,21205.38,cps-1
0,16,10,0,0,0,1,947.0806,9485.527,cps-1
0,31,18,0,0,1,0,0,0,cps-1
0,26,14,1,0,0,0,16009.06,19149.86,cps-1
0,44,17,0,0,1,0,0,0,cps-1
0,30,18,0,0,1,0,0,0,cps-1
0,42,16,0,0,1,0,25243.55,25564.67,cps-1
0,43,15,0,0,1,0,24486.24,25564.67,cps-1
0,47,9,0,0,1,1,21231.44,25403.6,cps-1
0,45,11,0,0,1,1,25243.55,0,cps-1
0,25,12,0,0,1,0,22674.44,25564.67,cps-1
0,30,18,0,0,0,0,25243.55,25564.67,cps-1
0,30,12,0,0,1,0,21838.35,0,cps-1
0,35,16,0,0,1,0,25243.55,25564.67,cps-1
0,32,12,0,0,1,0,21976.21,25564.67,cps-1
0,30,12,0,0,1,0,22767.53,7571.871,cps-1
0,35,17,0,0,1,0,25243.55,25564.67,cps-1
0,37,9,1,0,1,1,18660.53,20596.55,cps-1
0,36,9,1,0,1,1,20225.27,20937.91,cps-1
0,41,14,0,0,1,0,25243.55,25564.67,cps-1
0,18,11,0,0,0,1,499.5,0,cps-1
0,16,10,0,0,0,1,984.6774,0,cps-1
0,22,12,1,0,1,0,10478.76,21781.69,cps-1
0,22,12,1,0,1,0,8958.774,20862.54,cps-1
0,50,12,1,0,1,0,13217.95,14815.69,cps-1
0,40,12,0,0,1,0,20567.23,25564.67,cps-1
0,39,12,0,0,1,0,25243.55,25564.67,cps-1
0,27,18,0,0,0,0,4586.806,15247.18,cps-1
0,54,12,0,0,1,0,22620.73,12141,cps-1
0,40,6,1,0,1,1,8724.242,16995.33,cps-1
0,25,14,0,0,1,0,7587.387,18935.59,cps-1
0,55,16,0,0,1,0,501.2903,21279.26,cps-1
0,45,8,0,0,1,1,19426.79,22257.52,cps-1
0,21,8,0,0,1,1,7095.048,13194.62,cps-1
0,41,12,0,0,1,0,24351.97,25564.67,cps-1
0,34,12,0,0,1,0,25243.55,25564.67,cps-1
0,16,9,0,0,1,1,0,0,cps-1
0,52,12,0,0,1,0,21457.02,25564.67,cps-1
0,19,12,0,0,0,0,5165.081,10339.65,cps-1
0,46,12,0,0,1,0,7467.435,0,cps-1
0,23,16,0,0,0,0,22407.68,24744.53,cps-1
0,30,18,0,0,1,0,23820.24,24202.21,cps-1
0,31,16,0,0,0,0,25243.55,25564.67,cps-1
0,26,13,0,0,0,0,19570.02,23840.16,cps-1
0,33,12,0,0,0,0,17509.35,25564.67,cps-1
0,32,16,0,0,1,0,25243.55,25564.67,cps-1
0,22,12,0,1,0,0,13463.23,15597.4,cps-1
0,28,15,0,0,1,0,14360.18,10286.45,cps-1
0,36,14,1,0,1,0,19842.15,22520.55,cps-1
0,49,12,1,0,1,0,22703.08,25564.67,cps-1
0,30,13,0,0,0,0,25243.55,25564.67,cps-1
0,19,12,0,0,0,0,9366.968,13194.62,cps-1
0,51,11,0,0,1,1,21449.85,25564.67,cps-1
0,28,14,0,0,1,0,25243.55,25564.67,cps-1
0,25,11,1,0,1,1,10638.1,16556.45,cps-1
0,30,12,1,0,1,0,19734.73,21518.65,cps-1
0,25,14,0,0,0,0,0,0,cps-1
0,27,12,0,0,1,0,24987.53,25564.67,cps-1
0,27,13,0,0,0,0,25243.55,25564.67,cps-1
0,33,14,0,0,1,0,22638.63,25564.67,cps-1
0,36,8,0,0,1,1,14838.19,17573.12,cps-1
0,52,12,0,1,0,0,18426,25564.67,cps-1
0,27,12,0,1,1,0,15498.82,19972.95,cps-1
0,42,16,0,0,1,0,22797.97,25257.3,cps-1
0,52,16,0,1,1,0,25243.55,25564.67,cps-1
0,21,15,0,0,0,0,8434.21,25564.67,cps-1
0,17,11,0,0,0,1,578.2742,13015.82,cps-1
0,53,12,0,0,1,0,25243.55,25564.67,cps-1
0,50,10,0,0,1,1,24371.66,25564.67,cps-1
0,25,16,0,0,0,0,7012.694,24293.82,cps-1
0,30,17,1,0,0,0,5546.419,14421.13,cps-1
0,39,12,0,1,1,0,17437.74,25226.27,cps-1
0,47,12,0,1,1,0,25243.55,25564.67,cps-1
0,33,12,1,0,1,0,14526.68,7638.369,cps-1
0,23,14,0,0,1,0,25243.55,25564.67,cps-1
0,54,12,0,0,1,0,25243.55,23244.64,cps-1
0,27,14,0,0,1,0,17303.47,23982.02,cps-1
0,48,7,0,1,1,1,19306.84,25564.67,cps-1
0,17,7,0,1,0,1,0,0,cps-1
0,22,4,0,1,1,1,8076.145,13066.06,cps-1
0,22,6,0,1,1,1,25243.55,25564.67,cps-1
0,29,13,0,1,1,0,24679.6,25564.67,cps-1
0,21,10,1,0,0,1,2264.758,690.0983,cps-1
0,36,12,0,0,1,0,9211.21,0,cps-1
0,24,12,0,0,1,0,25243.55,25564.67,cps-1
0,33,12,0,0,1,0,25243.55,25564.67,cps-1
0,39,14,0,0,1,0,25241.76,25564.67,cps-1
0,29,12,0,0,1,0,11615.61,25564.67,cps-1
0,35,12,0,0,1,0,25243.55,25564.67,cps-1
0,34,8,0,1,1,1,25243.55,25564.67,cps-1
0,54,15,0,0,1,0,0,0,cps-1
0,23,13,0,0,1,0,17323.16,23642.15,cps-1
0,51,15,0,0,1,0,0,2899.3,cps-1
0,39,15,0,0,1,0,0,0,cps-1
0,26,13,0,0,1,0,22547.32,25564.67,cps-1
0,28,12,0,0,0,0,23737.89,15105.32,cps-1
0,23,12,0,0,1,0,24353.76,22149.64,cps-1
0,29,16,0,0,1,0,25243.55,25564.67,cps-1
0,20,13,0,0,0,0,2237.903,189.149,cps-1
0,53,6,1,0,1,1,20785.65,22123.04,cps-1
0,19,13,0,0,0,0,3713.129,11403.62,cps-1
0,17,10,0,0,0,1,2141.226,9201.803,cps-1
0,20,11,0,0,1,1,7437,16794.36,cps-1
0,25,12,0,0,0,0,14474.76,20145.85,cps-1
0,26,10,0,0,1,1,11871.63,11845.46,cps-1
0,55,9,0,0,1,1,17196.05,14094.56,cps-1
0,46,7,0,0,1,1,21711.24,4857.287,cps-1
0,21,11,0,0,0,1,0,12309.46,cps-1
0,46,12,0,0,1,0,1580.855,2996.829,cps-1
0,49,12,0,0,1,0,25243.55,25564.67,cps-1
0,42,16,0,0,1,0,25243.55,25564.67,cps-1
0,30,15,0,0,1,0,25243.55,25564.67,cps-1
0,20,14,0,0,0,0,10575.44,15007.79,cps-1
0,32,12,0,0,1,0,25243.55,25564.67,cps-1
0,41,11,0,0,1,1,15676.06,25564.67,cps-1
0,16,10,0,0,0,1,143.2258,1714.163,cps-1
0,36,16,0,1,1,0,16112.9,0,cps-1
0,27,13,0,0,0,0,21140.13,23639.19,cps-1
0,29,12,1,0,0,0,23139.92,24559.82,cps-1
0,41,12,0,0,1,0,25243.55,25564.67,cps-1
0,20,12,0,0,0,0,10460.85,13213.83,cps-1
0,54,6,0,0,1,1,21163.4,0,cps-1
0,50,12,0,0,0,0,0,0,cps-1
0,28,12,0,0,1,0,830.7097,0,cps-1
0,41,10,0,0,1,1,20515.31,25363.7,cps-1
0,19,12,0,0,0,0,1731.242,1259.023,cps-1
0,52,12,0,0,1,0,25243.55,25564.67,cps-1
0,27,16,0,0,0,0,458.3226,3682.495,cps-1
0,21,12,0,0,0,0,0,18594.23,cps-1
0,38,12,0,0,1,0,22857.05,20788.66,cps-1
0,29,12,0,0,1,0,21134.76,25564.67,cps-1
0,35,12,0,0,1,0,24482.66,25564.67,cps-1
0,40,10,0,0,1,1,0,0,cps-1
0,21,12,0,0,0,0,7245.435,25564.67,cps-1
0,48,10,0,0,1,1,10795.65,0,cps-1
0,42,14,0,0,1,0,766.2581,0,cps-1
0,23,16,0,0,0,0,1197.726,6584.75,cps-1
0,34,9,0,0,1,1,24061.94,25564.67,cps-1
0,32,14,0,0,1,0,25243.55,25564.67,cps-1
0,27,15,0,0,1,0,25243.55,25564.67,cps-1
0,28,9,0,1,1,1,12936.87,18285.39,cps-1
0,17,9,0,0,0,1,1127.903,4700.648,cps-1
0,28,14,0,1,1,0,18982.79,25564.67,cps-1
0,33,10,0,1,1,1,20257.5,10729.77,cps-1
0,33,12,0,0,1,0,25243.55,25564.67,cps-1
0,27,16,0,0,1,0,25243.55,25564.67,cps-1
0,33,12,0,0,1,0,22468.55,25564.67,cps-1
0,25,15,0,0,1,0,0,3183.023,cps-1
0,24,16,0,0,1,0,4545.629,13363.08,cps-1
0,52,12,0,0,1,0,0,0,cps-1
0,23,9,0,0,1,1,7811.177,14966.41,cps-1
0,24,12,0,0,0,0,5496.29,14159.58,cps-1
0,27,16,0,0,0,0,22165.98,24604.15,cps-1
0,49,8,0,0,1,1,25243.55,25564.67,cps-1
0,18,9,0,0,0,1,3235.113,7772.842,cps-1
0,20,13,0,0,0,0,3097.258,109.3518,cps-1
0,21,15,0,0,0,0,726.871,25564.67,cps-1
0,47,12,0,0,0,0,19249.55,15606.27,cps-1
0,28,12,1,0,1,0,19342.65,21842.28,cps-1
0,33,12,1,0,1,0,24817.45,25564.67,cps-1
0,20,12,0,0,0,0,4115.952,2489.969,cps-1
0,32,11,1,0,1,1,17745.68,13397.07,cps-1
0,33,15,0,0,1,0,19999.69,24719.41,cps-1
0,27,12,0,0,1,0,15128.23,25564.67,cps-1
0,52,3,0,0,1,1,4153.548,11313.47,cps-1
0,49,11,0,0,1,1,24425.37,5820.765,cps-1
0,48,11,0,0,0,1,19192.26,17581.99,cps-1
0,47,16,0,0,1,0,20497.4,0,cps-1
0,42,16,0,0,1,0,0,100.4854,cps-1
0,16,10,0,0,0,1,2391.871,10747.51,cps-1
0,31,18,0,0,1,0,25243.55,25564.67,cps-1
0,17,12,1,0,0,0,449.371,10784.45,cps-1
0,35,12,1,0,1,0,10550.37,11829.2,cps-1
0,37,7,1,0,0,1,13869.63,15130.44,cps-1
0,20,12,0,0,0,0,0,8358.022,cps-1
0,50,14,0,0,1,0,14404.94,23188.49,cps-1
0,31,13,0,0,0,0,23839.94,25564.67,cps-1
0,23,13,1,0,1,0,291.8226,15167.39,cps-1
0,32,12,0,0,1,0,25243.55,25564.67,cps-1
0,19,12,0,0,0,0,7694.806,8152.618,cps-1
0,31,10,0,0,1,1,14231.27,20351.25,cps-1
0,27,12,0,0,0,0,10860.1,6487.22,cps-1
0,53,10,0,0,1,1,286.4516,0,cps-1
0,24,12,0,0,1,0,24351.97,14165.49,cps-1
0,28,12,0,0,1,0,10548.58,6887.684,cps-1
0,40,12,0,0,1,0,4805.226,23320,cps-1
0,40,12,0,0,1,0,22114.06,22454.06,cps-1
0,18,12,0,0,0,0,3025.645,4062.27,cps-1
0,42,12,1,0,1,0,0,0,cps-1
0,23,14,0,0,1,0,8319.629,10610.08,cps-1
0,25,17,0,0,1,0,12890.32,9745.607,cps-1
0,35,17,0,0,1,0,15353.81,22185.11,cps-1
0,33,16,0,0,1,0,23270.61,25564.67,cps-1
0,43,12,0,0,1,0,25243.55,25564.67,cps-1
0,38,12,0,0,1,0,10527.1,0,cps-1
0,53,16,0,0,1,0,0,0,cps-1
0,44,12,0,0,1,0,17607.82,25564.67,cps-1
0,32,12,1,0,1,0,20962.89,25564.67,cps-1
0,28,11,0,0,1,1,25243.55,25564.67,cps-1
0,25,12,0,0,1,0,12944.03,17549.48,cps-1
0,24,8,0,0,1,1,13423.84,14407.83,cps-1
0,26,9,0,0,0,1,15559.69,16176.67,cps-1
0,37,12,0,0,1,0,16109.32,16659.89,cps-1
0,25,18,0,1,1,0,5711.129,0,cps-1
0,30,16,0,0,0,0,25243.55,0,cps-1
0,29,16,0,0,0,0,25243.55,25564.67,cps-1
0,34,11,0,0,1,1,20968.26,22510.21,cps-1
0,48,12,0,0,1,0,0,6572.928,cps-1
0,35,18,0,0,1,0,25243.55,25564.67,cps-1
0,25,8,0,0,1,1,21943.98,24234.72,cps-1
0,33,15,0,1,1,0,20006.85,10163.8,cps-1
0,36,11,1,0,1,1,25243.55,25564.67,cps-1
0,31,12,0,0,1,0,25243.55,25564.67,cps-1
0,46,10,0,0,0,1,16961.52,4285.407,cps-1
0,19,10,0,0,0,1,9497.661,11758.27,cps-1
0,53,15,0,0,1,0,2477.806,0,cps-1
0,50,12,0,0,1,0,25243.55,25564.67,cps-1
0,33,12,0,0,1,0,22568.81,25564.67,cps-1
0,39,12,0,0,1,0,25243.55,25326.76,cps-1
0,51,16,0,0,0,0,25243.55,25564.67,cps-1
0,16,9,0,0,0,1,0,1971.287,cps-1
0,29,13,0,0,1,0,12218.95,10147.55,cps-1
0,28,6,0,0,1,1,8022.435,13759.11,cps-1
0,20,14,0,0,1,0,6445.161,11811.47,cps-1
0,29,7,0,0,1,1,8491.5,5718.802,cps-1
0,29,6,0,0,1,1,21068.52,20095.6,cps-1
0,25,10,0,0,1,1,11499.24,12649.34,cps-1
0,45,16,0,0,1,0,25243.55,24332.25,cps-1
0,20,12,0,0,1,0,16544.37,17747.5,cps-1
0,44,8,0,0,1,1,8769,2365.84,cps-1
0,18,11,0,0,0,1,0,10150.5,cps-1
0,25,13,0,0,1,0,716.129,0,cps-1
0,34,12,0,0,1,0,13339.69,4700.648,cps-1
0,49,12,0,0,1,0,25243.55,25564.67,cps-1
0,52,16,0,0,1,0,22427.37,24310.08,cps-1
0,31,12,0,0,1,0,13611.82,12944.88,cps-1
0,35,12,0,0,1,0,25243.55,21632.44,cps-1
0,32,12,0,0,1,0,0,0,cps-1
0,47,12,0,0,1,0,9581.806,10858.33,cps-1
0,23,2,0,0,0,1,5027.226,3521.422,cps-1
0,44,8,0,0,1,1,21052.4,2365.84,cps-1
0,16,10,0,0,0,1,0,3691.361,cps-1
0,31,12,0,0,1,0,10858.31,15578.19,cps-1
0,30,12,1,0,0,0,0,1161.493,cps-1
0,17,7,0,0,0,1,4196.516,5173.521,cps-1
0,43,12,0,0,1,0,16721.61,21656.08,cps-1
0,20,12,0,0,0,0,5498.081,14911.74,cps-1
0,16,9,0,0,0,1,0,6927.582,cps-1
0,31,11,0,0,1,1,17878.16,14852.63,cps-1
0,54,12,0,0,1,0,25243.55,25564.67,cps-1
0,17,10,0,0,0,1,118.1613,367.9539,cps-1
0,42,6,0,0,1,1,4642.306,6905.416,cps-1
0,19,12,0,0,1,0,14410.31,15236.84,cps-1
0,49,12,0,0,1,0,0,0,cps-1
0,16,9,0,0,0,1,916.6452,729.9969,cps-1
0,29,8,1,0,0,1,1451.952,13317.27,cps-1
0,48,9,0,0,1,1,6860.516,2670.252,cps-1
0,45,10,1,0,0,1,4443.581,8872.27,cps-1
0,24,12,0,0,1,0,1315.887,257.1244,cps-1
0,42,15,0,0,1,0,0,0,cps-1
0,41,9,0,0,1,1,18988.16,17816.95,cps-1
0,34,8,0,0,1,1,11404.35,5486.799,cps-1
0,21,12,0,0,0,0,0,0,cps-1
0,55,8,0,0,1,1,25243.55,25564.67,cps-1
0,51,11,0,0,1,1,24047.61,25564.67,cps-1
0,49,11,0,0,1,1,21736.31,3171.201,cps-1
0,18,10,0,0,0,1,1922.806,14843.76,cps-1
0,39,6,0,0,1,1,14127.44,13902.45,cps-1
0,46,6,0,0,1,1,25243.55,24796.25,cps-1
0,24,14,0,0,0,0,15779.9,18093.28,cps-1
0,28,12,1,0,1,0,5951.032,14078.3,cps-1
0,16,9,0,0,0,1,1104.629,3233.266,cps-1
0,36,6,0,1,1,1,17677.65,25564.67,cps-1
0,37,16,0,0,1,0,2685.484,1810.215,cps-1
0,46,12,0,1,1,0,12605.66,0,cps-1
0,42,18,0,0,1,0,23275.98,25564.67,cps-1
0,45,11,0,0,1,1,21747.05,0,cps-1
0,47,8,0,0,1,1,2479.597,800.9278,cps-1
0,19,12,0,0,0,0,2723.081,16642.16,cps-1
0,47,12,0,0,0,0,15466.6,0,cps-1
0,39,18,0,0,1,0,0,523.1152,cps-1
0,45,11,0,0,1,1,21890.27,25564.67,cps-1
0,33,12,0,0,1,0,25243.55,20535.97,cps-1
0,36,12,0,0,1,0,0,0,cps-1
0,49,8,0,0,1,1,11681.85,12294.69,cps-1
0,35,12,0,0,1,0,22858.84,0,cps-1
0,20,14,0,0,0,0,5795.274,11935.6,cps-1
0,29,12,0,0,0,0,3734.613,3338.184,cps-1
0,30,9,0,0,1,1,2347.113,196.5376,cps-1
0,52,14,0,0,1,0,19673.85,25564.67,cps-1
0,44,16,0,0,0,0,23644.79,25564.67,cps-1
0,33,12,0,0,1,0,17733.15,23489.94,cps-1
0,37,12,0,0,1,0,25243.55,25564.67,cps-1
0,47,12,0,0,1,0,15518.52,25564.67,cps-1
0,34,12,0,0,1,0,17401.94,10814,cps-1
0,28,16,0,0,0,0,18762.58,15847.14,cps-1
0,50,14,0,0,1,0,25243.55,25564.67,cps-1
0,17,11,0,0,1,1,694.6452,2343.674,cps-1
0,26,9,0,0,1,1,8897.903,13763.55,cps-1
0,29,13,0,0,1,0,8880,7545.272,cps-1
0,42,14,0,0,1,0,0,0,cps-1
0,25,16,0,0,1,0,25243.55,25546.94,cps-1
0,40,8,0,0,1,1,6933.919,5081.902,cps-1
0,20,11,0,0,0,1,6371.758,268.9462,cps-1
0,19,11,0,0,0,1,13595.71,0,cps-1
0,17,9,0,0,0,1,0,0,cps-1
0,31,12,0,0,1,0,24052.98,23705.69,cps-1
0,36,12,0,0,1,0,0,0,cps-1
0,54,9,0,0,1,1,25243.55,25564.67,cps-1
0,20,12,0,0,1,0,5494.5,21132.97,cps-1
0,30,12,0,0,1,0,25243.55,25564.67,cps-1
0,18,11,0,0,0,1,1532.516,12489.75,cps-1
0,22,12,0,0,1,0,10752.68,16433.8,cps-1
0,17,10,0,0,0,1,483.3871,4634.151,cps-1
0,49,14,0,0,1,0,14098.79,2639.22,cps-1
0,46,10,0,0,1,1,24894.44,22290.03,cps-1
0,27,7,0,1,1,1,7782.532,14633.93,cps-1
0,27,10,0,1,1,1,9098.419,17023.41,cps-1
0,37,8,0,1,1,1,14182.94,19238.52,cps-1
0,23,12,0,1,1,0,15389.61,13259.64,cps-1
0,37,0,0,1,1,1,18563.85,12480.88,cps-1
0,25,12,0,0,1,0,16716.24,18889.78,cps-1
0,27,16,0,0,1,0,8949.823,0,cps-1
0,28,9,0,0,1,1,7755.677,11869.1,cps-1
0,22,12,0,0,0,0,7848.774,11155.36,cps-1
0,24,12,0,0,0,0,583.6452,230.5253,cps-1
0,50,11,0,0,1,1,15602.66,19167.59,cps-1
0,19,12,0,0,0,0,0,369.4316,cps-1
0,48,11,0,0,1,1,7820.129,7831.951,cps-1
0,25,9,0,0,1,1,13089.05,11546.96,cps-1
0,32,11,0,0,1,1,7483.548,14796.48,cps-1
0,18,7,0,0,0,1,1144.016,0,cps-1
0,16,8,0,0,0,1,961.4032,6301.026,cps-1
0,29,12,0,0,1,0,0,0,cps-1
0,35,12,0,0,1,0,10824.29,25564.67,cps-1
0,24,16,0,0,1,0,2148.387,17184.48,cps-1
0,32,14,0,0,1,0,13703.13,16970.21,cps-1
0,17,9,1,0,0,1,2599.548,6170.986,cps-1
0,18,11,1,0,0,1,4670.952,8366.888,cps-1
0,45,12,1,0,0,0,12698.76,14393.06,cps-1
0,52,12,0,0,1,0,17487.87,18923.77,cps-1
0,39,16,0,0,1,0,8169.242,20983.72,cps-1
0,19,12,0,0,0,0,7401.194,0,cps-1
0,43,14,0,0,1,0,0,0,cps-1
0,32,13,0,0,1,0,24624.1,25564.67,cps-1
0,51,12,0,0,1,0,22430.95,17265.76,cps-1
0,54,13,0,0,1,0,22803.34,25564.67,cps-1
0,52,8,0,0,1,1,11986.21,9764.817,cps-1
0,49,8,0,0,1,1,18076.89,21227.54,cps-1
0,18,11,0,0,0,1,503.0806,9624.433,cps-1
0,16,9,0,0,0,1,0,1836.814,cps-1
0,29,12,0,0,1,0,17351.81,23880.06,cps-1
0,18,8,0,0,1,1,9780.532,6516.774,cps-1
0,45,12,0,0,0,0,82.35484,0,cps-1
0,34,11,0,0,1,1,25243.55,25564.67,cps-1
0,50,14,0,0,1,0,25157.61,25564.67,cps-1
0,42,13,0,0,1,0,20449.06,17262.8,cps-1
0,16,9,0,0,0,1,0,7638.369,cps-1
0,38,12,0,0,1,0,18819.87,20900.96,cps-1
0,43,12,0,0,1,0,19704.29,19918.28,cps-1
0,38,15,0,0,1,0,0,0,cps-1
0,25,12,0,0,1,0,18225.48,20939.39,cps-1
0,49,18,0,0,0,0,13719.24,16984.99,cps-1
0,32,18,0,0,1,0,22763.95,20345.34,cps-1
0,31,10,0,0,1,1,25243.55,25564.67,cps-1
0,43,14,0,0,1,0,20468.76,21787.6,cps-1
0,19,12,0,0,0,0,5743.355,7763.975,cps-1
0,39,10,0,0,1,1,2780.371,1810.215,cps-1
0,34,10,0,0,1,1,14261.71,1501.37,cps-1
0,32,13,0,0,1,0,10935.29,25564.67,cps-1
0,40,12,0,0,1,0,25243.55,24988.36,cps-1
0,44,12,0,0,1,0,25243.55,25564.67,cps-1
0,38,12,0,0,1,0,23139.92,24889.35,cps-1
0,27,16,0,0,1,0,20628.1,25564.67,cps-1
0,37,12,0,0,1,0,21859.84,25564.67,cps-1
0,53,12,0,0,1,0,13482.92,16450.05,cps-1
0,55,7,0,0,1,1,0,2243.189,cps-1
0,40,12,0,0,1,0,23138.13,25176.03,cps-1
0,26,13,0,0,1,0,14721.82,13209.4,cps-1
0,30,16,0,0,1,0,2148.387,21639.83,cps-1
0,38,12,0,0,1,0,20515.31,3791.846,cps-1
0,28,9,0,0,1,1,10357.02,15406.78,cps-1
0,32,12,0,0,1,0,639.1452,0,cps-1
0,20,9,0,0,1,1,8190.726,10342.61,cps-1
0,46,17,0,0,1,0,0,0,cps-1
0,42,7,0,0,1,1,16091.42,14065,cps-1
0,21,11,0,0,1,1,6276.871,10923.35,cps-1
0,22,13,0,0,1,0,17348.23,14982.67,cps-1
0,53,16,0,0,1,0,9282.823,14888.1,cps-1
0,25,12,1,0,1,0,12485.71,12399.6,cps-1
0,24,9,1,0,1,1,9195.097,1553.091,cps-1
0,36,1,1,0,0,1,0,0,cps-1
0,25,9,0,0,1,1,6115.742,10404.67,cps-1
0,40,12,0,0,1,0,17235.44,25564.67,cps-1
0,17,10,0,0,0,1,259.5968,5149.877,cps-1
0,24,13,0,0,0,0,4599.339,13992.59,cps-1
0,23,14,0,0,0,0,10999.74,13077.88,cps-1
